,episode_idx,round,topic,message,dodeca_response,memnet_response,knowledge,gold,dodeca_label,memnet_label
361,343,2,Florida,"That makes sense, the Florida climate does seem very good for growing stuff, Do you know anything about Miami? I was thinking of going there.","i don ' t know a lot about miami , but i know that it ' s the most populated urban area in florida .","i ' m not sure , but miami is the most populous urban area in the us .",The Miami metropolitan area is Florida's most populous urban area.,"I know that Miami is an urban area, and is the most  populous of the urban areas in Florida",0,1
362,358,2,Stephen Hawking,"Yes, I dont know either...",he was number 25 on the bbc poll in 2002,he was also ranked as the greatest novelist of all time .,"In 2002, Hawking was ranked number 25 in the BBC's poll of the 100 Greatest Britons.","In 2002, he ranked number 25 as one of the 100 Greatest Britons.",0,1
363,368,1,Boxer (dog),"I am a dog person. I have two dogs that I rescued, Ike & Sneetch. Boxers are gorgeous dogs.","that ' s awesome ! i ' ve always wanted a dog , but i ' m not sure i ' d ever get one . they were originally bred in germany , but they ' ve come a long way since then .",do you have a german shepherd ? they are medium sized dogs from germany .,"The Boxer is a medium-sized, short-haired breed of dog, developed in Germany.","Do you like the big breeds or the small breeds? I like boxers as they're medium sized, and short-haired so easy to groom.",0,1
364,376,3,Cheesecake,Can't go wrong with Cheescake Factory if you have one near you.  How often to you eat cheesecake for dessert?,i usually eat it every day . it is so sweet .,i ' m not sure but i do know that cheesecake is one of the layers of dessert .,Cheesecake is a sweet dessert consisting of one or more layers.,"I've been there! Not to often, but when I want a sweet dessert!",0,1
366,388,2,Pudding,I don't think that sounds very appetizing. I don't think I would like that texture with my meat.,well in the us and canada it is called pudding,"i ' m not sure , but i do know it ' s called biscuits in the united states .","In the United States and some parts of Canada, ""pudding"" characteristically denotes a sweet milk-based dessert similar in consistency to egg-based custards, instant custards or a mousse, often commercially set using cornstarch, gelatin or similar collagen agent such as the Jell‑O brand line of products.",In the U.S. and Canada we mean a sweet milky desert. That's the way I'd like to keep mine.,0,1
367,392,1,Jamaica,And it's also home to Bob Marley.  One of the greatest musicians of all time.,bob marley is one of my favorite jamaican singers .,he is a great rapper . he was an english singer and songwriter .,"Robert Nesta Marley, OM (6 February 1945 – 11 May 1981) was a Jamaican singer-songwriter who became an international musical and cultural icon, blending mostly reggae, ska and rocksteady in his compositions.",Bob Marley was one of the best singers to exist and also really helped push weed as something that is not a problem,0,1
368,394,2,Kayaking,I did not know it was that old! Do you know anything else interesting about it?,well they used whale skeleton and whale skeleton to construct frame of kayak,"i ' m not sure , but i do know that kayaks were used in egyptian tombs .","They used driftwood and sometimes the skeleton of whale, to construct the frame of the kayak, and animal skin, particularly seal skin was used to create the body.","Well speaking of the old kayaks, they were actually made of driftwood and sometimes whale skeleton was used to construct the frame!",1,1
369,401,2,Welsh Corgi,Do you know when that was?,"i ' m not sure , but there are two different breeds of corgis .","i ' m not sure , but the pembroke welsh corgi is the cardigan .",Two separate breeds are recognized: the Pembroke Welsh Corgi and the Cardigan Welsh Corgi.,"Not really, but one interesting thing is that there are two different types of Corgis.",0,1
370,405,1,French Bulldog,"I am not sure I know them,   Are they like very small bulldogs?",they are the 4th most popular breed in the uk .,they are the second most popular dog in 2014 .,"In 2014, they were the fourth most popular registered dog in the United Kingdom and in the U.S. the sixth most popular AKC registered dog breed.",Yeah exactly! They were one of the most popular registered dogs in the United Kingdom.,0,1
372,410,1,Veterinary medicine,Yes tell me why you wanted to be a veterinarian?,i wanted to help with treatment of animals such as surgery .,"i ' m not sure , but i do know that it ' s often used to be restricted to the treatment of animals .","In many cases, the activities that may be undertaken by a veterinarian (such as treatment of illness or surgery in animals) are restricted only to those professionals who are registered as a veterinarian.","Well, there was once a time I did, but I've wanted to be many things. But I've always loved animals. Especially cats.",0,1
373,411,3,Sunrise,Is it? Can you tell me more about how it's involved in mythology?,i ' m not really sure but i do know that religions and mythos have been around for a long time .,"i ' m not sure , but i do know that the illusion of the earth has been around since the 15th century .","The illusion of a moving Sun results from Earth observers being in a rotating reference frame; this apparent motion is so convincing that most cultures had mythologies and religions built around the geocentric model, which prevailed until astronomer Nicolaus Copernicus first formulated the heliocentric model in the 16th century.","Well in earlier times it was believed to be geocentric, aka the sun rotating around the earth.",0,1
374,415,1,Dust,It is really gross if you think about it.  What is the best way to get rid of the dust in my home?,"i don ' t think there ' s a "" best "" way - it ' s all up to you . i ' m sure there are a lot of different ways .","i ' m not sure , but i do know that dust cells are largely found in human life .","Dust mites are microscopic arachnids whose primary food is dead human skin cells, but they do not live on living people.",Vacuuming frequently and dusting - but some homes have dust mites also and they can create a lot of dust.,0,1
375,423,1,Walmart,I didn't realize it ws multinational?  So is there a Walmart in France?,yes there is . walmart has owned operations all over the world .,"i ' m not sure , but walmart is also owned by brazil and chile .","It has wholly owned operations in Argentina, Chile, Brazil, and Canada.","I don't know, but they do operate in Brazil and Canada.",1,1
